id,gid,x,y,v_x,v_y,radius,time
0,0,6.529276,0.000476,-0.691067,0.000224,0.500000,3.700000
1,1,4.737737,4.737724,-0.431875,-0.431881,0.500000,3.700000
2,2,0.000422,6.471307,0.000198,-0.718306,0.500000,3.700000
3,3,-4.608584,4.608831,0.492562,-0.492446,0.500000,3.700000
4,4,-6.676562,0.000312,0.621860,0.000147,0.500000,3.700000
5,5,-4.588040,-4.588759,0.502215,0.501882,0.500000,3.700000
6,6,0.000000,-6.450210,0.000000,0.728219,0.500000,3.700000
7,7,4.718860,-4.718014,-0.440750,0.441142,0.500000,3.700000
0,0,6.458926,0.000498,-0.703500,0.000228,0.500000,3.800000
1,1,4.693773,4.693759,-0.439644,-0.439651,0.500000,3.800000
2,2,0.000442,6.398184,0.000202,-0.731228,0.500000,3.800000
3,3,-4.558441,4.558701,0.501423,-0.501305,0.500000,3.800000
4,4,-6.613258,0.000327,0.633047,0.000150,0.500000,3.800000
5,5,-4.536915,-4.537668,0.511250,0.510911,0.500000,3.800000
6,6,0.000000,-6.376078,0.000000,0.741320,0.500000,3.800000
7,7,4.673992,-4.673106,-0.448679,0.449079,0.500000,3.800000
0,0,6.387358,0.000522,-0.715683,0.000231,0.500000,3.900000
1,1,4.649047,4.649033,-0.447258,-0.447265,0.500000,3.900000
2,2,0.000463,6.323795,0.000206,-0.743892,0.500000,3.900000
3,3,-4.507431,4.507702,0.510107,-0.509987,0.500000,3.900000
4,4,-6.548857,0.000343,0.644011,0.000152,0.500000,3.900000
5,5,-4.484905,-4.485692,0.520104,0.519759,0.500000,3.900000
6,6,0.000000,-6.300662,0.000000,0.754158,0.500000,3.900000
7,7,4.628347,-4.627420,-0.456449,0.456856,0.500000,3.900000
0,0,6.314595,0.000545,-0.727623,0.000235,0.500000,4.000000
1,1,4.603575,4.603560,-0.454720,-0.454727,0.500000,4.000000
2,2,0.000484,6.248165,0.000209,-0.756303,0.500000,4.000000
3,3,-4.455569,4.455852,0.518618,-0.518495,0.500000,4.000000
4,4,-6.483381,0.000358,0.654755,0.000155,0.500000,4.000000
5,5,-4.432026,-4.432849,0.528781,0.528431,0.500000,4.000000
6,6,0.000000,-6.223988,0.000000,0.766740,0.500000,4.000000
7,7,4.581941,-4.580973,-0.464065,0.464478,0.500000,4.000000
0,0,6.240663,0.000569,-0.739325,0.000239,0.500000,4.100000
1,1,4.557372,4.557356,-0.462033,-0.462039,0.500000,4.100000
2,2,0.000505,6.171318,0.000212,-0.768466,0.500000,4.100000
3,3,-4.402873,4.403169,0.526958,-0.526833,0.500000,4.100000
4,4,-6.416853,0.000374,0.665285,0.000157,0.500000,4.100000
5,5,-4.378298,-4.379156,0.537285,0.536929,0.500000,4.100000
6,6,0.000000,-6.146081,0.000000,0.779071,0.500000,4.100000
7,7,4.534788,-4.533778,-0.471527,0.471948,0.500000,4.100000
0,0,6.165584,0.000593,-0.750792,0.000243,0.500000,4.200000
1,1,4.510452,4.510435,-0.469199,-0.469206,0.500000,4.200000
2,2,0.000526,6.093280,0.000216,-0.780385,0.500000,4.200000
3,3,-4.349360,4.349668,0.535131,-0.535005,0.500000,4.200000
4,4,-6.349292,0.000390,0.675604,0.000160,0.500000,4.200000
5,5,-4.323736,-4.324630,0.545618,0.545257,0.500000,4.200000
6,6,0.000000,-6.066966,0.000000,0.791155,0.500000,4.200000
7,7,4.486904,-4.485851,-0.478841,0.479268,0.500000,4.200000
0,0,6.089381,0.000618,-0.762030,0.000246,0.500000,4.300000
1,1,4.462829,4.462813,-0.476222,-0.476229,0.500000,4.300000
2,2,0.000548,6.014073,0.000219,-0.792066,0.500000,4.300000
3,3,-4.295046,4.295367,0.543141,-0.543013,0.500000,4.300000
4,4,-6.280721,0.000406,0.685716,0.000162,0.500000,4.300000
5,5,-4.268358,-4.269289,0.553785,0.553418,0.500000,4.300000
6,6,0.000000,-5.986666,0.000000,0.802997,0.500000,4.300000
7,7,4.438303,-4.437207,-0.486008,0.486442,0.500000,4.300000
0,0,6.012076,0.000643,-0.773043,0.000250,0.500000,4.400000
1,1,4.414519,4.414501,-0.483105,-0.483112,0.500000,4.400000
2,2,0.000571,5.933722,0.000222,-0.803513,0.500000,4.400000
3,3,-4.239947,4.240281,0.550991,-0.550861,0.500000,4.400000
4,4,-6.211158,0.000423,0.695626,0.000165,0.500000,4.400000
5,5,-4.212179,-4.213147,0.561789,0.561416,0.500000,4.400000
6,6,0.000000,-5.905206,0.000000,0.814602,0.500000,4.400000
7,7,4.389000,-4.387860,-0.493032,0.493472,0.500000,4.400000
0,0,5.933693,0.000668,-0.783836,0.000254,0.500000,4.500000
1,1,4.365534,4.365516,-0.489850,-0.489857,0.500000,4.500000
2,2,0.000593,5.852249,0.000225,-0.814731,0.500000,4.500000
3,3,-4.184078,4.184426,0.558683,-0.558552,0.500000,4.500000
4,4,-6.140624,0.000439,0.705339,0.000167,0.500000,4.500000
5,5,-4.155215,-4.156222,0.569632,0.569255,0.500000,4.500000
6,6,0.000000,-5.822608,0.000000,0.825975,0.500000,4.500000
7,7,4.339008,-4.337824,-0.499916,0.500362,0.500000,4.500000
0,0,5.854251,0.000694,-0.794413,0.000257,0.500000,4.600000
1,1,4.315888,4.315869,-0.496460,-0.496467,0.500000,4.600000
2,2,0.000616,5.769676,0.000228,-0.825725,0.500000,4.600000
3,3,-4.127456,4.127817,0.566222,-0.566089,0.500000,4.600000
4,4,-6.069138,0.000456,0.714856,0.000169,0.500000,4.600000
5,5,-4.097483,-4.098528,0.577319,0.576936,0.500000,4.600000
6,6,0.000000,-5.738896,0.000000,0.837121,0.500000,4.600000
7,7,4.288342,-4.287112,-0.506662,0.507113,0.500000,4.600000
0,0,5.773774,0.000720,-0.804779,0.000260,0.500000,4.700000
1,1,4.265594,4.265574,-0.502938,-0.502945,0.500000,4.700000
2,2,0.000639,5.686026,0.000231,-0.836499,0.500000,4.700000
3,3,-4.070095,4.070470,0.573610,-0.573475,0.500000,4.700000
4,4,-5.996720,0.000473,0.724184,0.000171,0.500000,4.700000
5,5,-4.038998,-4.040082,0.584852,0.584464,0.500000,4.700000
6,6,0.000000,-5.654092,0.000000,0.848044,0.500000,4.700000
7,7,4.237015,-4.235739,-0.513273,0.513730,0.500000,4.700000
0,0,5.692280,0.000746,-0.814937,0.000264,0.500000,4.800000
1,1,4.214666,4.214645,-0.509286,-0.509293,0.500000,4.800000
2,2,0.000662,5.601320,0.000234,-0.847058,0.500000,4.800000
3,3,-4.012010,4.012398,0.580851,-0.580714,0.500000,4.800000
4,4,-5.923388,0.000491,0.733325,0.000174,0.500000,4.800000
5,5,-3.979775,-3.980897,0.592234,0.591841,0.500000,4.800000
6,6,0.000000,-5.568217,0.000000,0.858748,0.500000,4.800000
7,7,4.185039,-4.183718,-0.519752,0.520215,0.500000,4.800000
0,0,5.609791,0.000773,-0.824892,0.000267,0.500000,4.900000
1,1,4.163115,4.163094,-0.515507,-0.515515,0.500000,4.900000
2,2,0.000686,5.515580,0.000237,-0.857405,0.500000,4.900000
3,3,-3.953215,3.953617,0.587946,-0.587808,0.500000,4.900000
4,4,-5.849159,0.000508,0.742283,0.000176,0.500000,4.900000
5,5,-3.919828,-3.920990,0.599469,0.599071,0.500000,4.900000
